title,authors,publication_date,file_path,topics,specialties,clinical_significance,patient_population,pmid,doi,reading_time_minutes,pubmed_enriched
Diary of a Family Physician.,"['Zheng, Jennie', 'Finney, Stephen']",2025-04-01,2025/04/diary-of-a-family-physician.md,['Family Medicine'],['Family Medicine'],High,Adults,40238983,,5,True
Family Medicine Is Key in Cultivating Mental Health Among Farmers.,"['Stegall, Holly Leigh', 'Caviness, Dawn']",2025-04-01,2025/04/family-medicine-is-key-in-cultivating-mental-health-among-fa.md,['Family Medicine'],"['Psychiatry', 'Family Medicine']",High,Adults,40238964,,5,True
Groin Pain and Injuries: Evaluation and Management.,"['Maloy, Wyatt', 'Merrigan, Brian', 'Hulsopple, Chad D']",2025-04-01,2025/04/groin-pain-and-injuries-evaluation-and-management.md,['Family Medicine'],['Family Medicine'],High,Adults,40238976,,5,True
Honoring Dr. Jay Siwek and 75 Years of American Family Physician.,"['Nelson, Michelle']",2025-04-01,2025/04/honoring-dr-jay-siwek-and-75-years-of-american-family-physic.md,['Family Medicine'],['Family Medicine'],High,Adults,40238963,,5,True
Interdigital Macerated Plaques.,"['Dazé, Robert', 'Oommen, Nathaniel', 'Patel, Krutil']",2025-04-01,2025/04/interdigital-macerated-plaques.md,['Family Medicine'],['Family Medicine'],High,Adults,40238982,,5,True
Labor Management: Guidelines From the American College of Obstetricians and Gynecologists.,"['Hwang, Daniel S', 'Banks, Steven R']",2025-04-01,2025/04/labor-management-guidelines-from-the-american-college-of-obs.md,['Family Medicine'],['Family Medicine'],High,Adults,40238988,,5,True
Liver Fibrosis Stage Based on the Fibrosis-4 Score or Forns Index in Adults With Chronic Hepatitis C Virus Infection.,"['Sonoda, Kento', 'Messenger, Carly']",2025-04-01,2025/04/liver-fibrosis-stage-based-on-the-fibrosis-4-score-or-forns.md,['Family Medicine'],['Family Medicine'],High,Adults,40238973,,5,True
Nodule on the Chin.,"['Bracamonte, Jesse', 'Underhill, Michael', 'Kresin, Molly', 'Rani, Murk']",2025-04-01,2025/04/nodule-on-the-chin.md,['Family Medicine'],['Family Medicine'],High,Adults,40238981,,5,True
Options for Unintended Pregnancies.,"['Valerio, Christina', 'Norby, Mariah', 'Kremsreiter, Patsy']",2025-04-01,2025/04/options-for-unintended-pregnancies.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Pediatric,40238978,,5,True
Pain Management for IUD Insertion in Primary Care.,"['Charles, Dorothy N', 'Nagarsheth, Meera', 'Oshman, Lauren']",2025-04-01,2025/04/pain-management-for-iud-insertion-in-primary-care.md,['Family Medicine'],['Family Medicine'],High,Adults,40238967,,5,True
Physical Therapy for Osteoarthritis Knee Pain.,"['Neuman, Melissa', 'Keil, Martin', 'DeSanto, Kristen']",2025-04-01,2025/04/physical-therapy-for-osteoarthritis-knee-pain.md,['Family Medicine'],['Family Medicine'],High,Adults,40238980,,5,True
Premenstrual Syndrome and Premenstrual Dysphoric Disorder: Common Questions and Answers.,"['Biggs, Wendy S', 'Romeu, Jennifer M', 'Gaudard, Taylor']",2025-04-01,2025/04/premenstrual-syndrome-and-premenstrual-dysphoric-disorder-co.md,['Family Medicine'],['Family Medicine'],High,Adults,40238977,,5,True
Prioritizing Patients With the Greatest Care Needs: Time for Family Physicians to Lead.,"['Niklasson, Amanda', 'Montori, Victor M', 'Johansson, Minna']",2025-04-01,2025/04/prioritizing-patients-with-the-greatest-care-needs-time-for.md,['Family Medicine'],['Family Medicine'],High,Adults,40238968,,5,True
Testosterone Replacement in Men With Sexual Dysfunction in the Absence of Hypogonadism.,"['Touchet, Bradley J', 'Williams, Verneeta L']",2025-04-01,2025/04/testosterone-replacement-in-men-with-sexual-dysfunction-in-t.md,['Family Medicine'],['Family Medicine'],High,Adults,40238971,,5,True
Tirzepatide Causes Weight Loss and Improves Sleep Apnea Symptoms.,"['Ebell, Mark H']",2025-04-01,2025/04/tirzepatide-causes-weight-loss-and-improves-sleep-apnea-symp.md,['Family Medicine'],['Family Medicine'],High,Adults,40238986,,5,True
Triptans Outperform Older and Newer Treatments for Acute Migraine.,"['Shaughnessy, Allen F']",2025-04-01,2025/04/triptans-outperform-older-and-newer-treatments-for-acute-mig.md,['Family Medicine'],['Family Medicine'],High,Adults,40238987,,5,True
Clarification: Continuous vs Sequential Administration of Hormone Therapy for Menopausal Symptoms.,"['Taher, Tajwar', 'Thompson, Breanna']",2025-05-01,2025/05/clarification-continuous-vs-sequential-administration-of-hor.md,['Family Medicine'],['Family Medicine'],High,Adults,40378312,,5,True
Combination of Acetaminophen and Ibuprofen Reduces Fevers in Children Better Than Either Alone.,"['Shaughnessy, Allen F']",2025-05-01,2025/05/combination-of-acetaminophen-and-ibuprofen-reduces-fevers-in.md,['Family Medicine'],['Family Medicine'],High,Pediatric,40378334,,5,True
Common Occupational Upper Extremity Musculoskeletal Disorders.,"['Hall, Scott', 'Compton, Matthew R']",2025-05-01,2025/05/common-occupational-upper-extremity-musculoskeletal-disorder.md,['Family Medicine'],['Family Medicine'],High,Adults,40378326,,5,True
Early Medication Abortion Prior to Pregnancy Confirmation Is Safe and Effective.,"['Ebell, Mark H']",2025-05-01,2025/05/early-medication-abortion-prior-to-pregnancy-confirmation-is.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Maternal,40378332,,5,True
Female Sexual Dysfunction: Common Questions and Answers.,"['Dalrymple, Sarah N', 'Hoeg, Laura', 'Thacker, Hannah']",2025-05-01,2025/05/female-sexual-dysfunction-common-questions-and-answers.md,['Family Medicine'],"['Psychiatry', 'Family Medicine']",High,Adults,40378324,,5,True
"For AF With Stable CAD, Edoxaban Alone Prevents More Adverse Outcomes Than Edoxaban Plus an Antiplatelet Agent.","['Ebell, Mark H']",2025-05-01,2025/05/for-af-with-stable-cad-edoxaban-alone-prevents-more-adverse.md,['Family Medicine'],['Family Medicine'],High,Adults,40378335,,5,True
Health Effects of Per- and Polyfluoroalkyl Substances.,"['Cervantes, Marcus', 'Gerbo, Robert M']",2025-05-01,2025/05/health-effects-of-per-and-polyfluoroalkyl-substances.md,['Family Medicine'],['Family Medicine'],High,Adults,40378327,,5,True
Health Maintenance in Postmenopausal Women.,"['Plesa, Monica', 'Wong, Anita', 'Katsaggelos, Ereni']",2025-05-01,2025/05/health-maintenance-in-postmenopausal-women.md,"['Psychiatry', 'Metabolic Disorders', 'Prevention', 'Blood Pressure', 'Anxiety Disorders', 'Hypertension', 'Oncology', 'Screening', 'Malignancy', 'Depression', 'Early Detection', 'Cardiovascular Disease', 'Mental Health', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Cancer Screening']",['Family Medicine'],High,Adults,40378321,,5,True
Methotrexate for Juvenile Idiopathic Arthritis.,"['Sonoda, Kento', 'Dougherty, Kelly']",2025-05-01,2025/05/methotrexate-for-juvenile-idiopathic-arthritis.md,['Family Medicine'],['Family Medicine'],High,Adults,40378318,,5,True
Migraine Headache Prophylaxis.,"['Moreland, Paige', 'Gaffney, Brody', 'Lanham, Jason S']",2025-05-01,2025/05/migraine-headache-prophylaxis.md,"['Anxiety Disorders', 'Psychiatry', 'Family Medicine', 'Mental Health']",['Family Medicine'],High,Adults,40378325,,5,True
Obstructive Sleep Apnea Management in Children Despite Adenotonsillectomy: Guidelines From the American Thoracic Society.,"['Arnold, Michael J']",2025-05-01,2025/05/obstructive-sleep-apnea-management-in-children-despite-adeno.md,['Family Medicine'],['Family Medicine'],High,Pediatric,40378336,,5,True
Plantar Ecchymosis.,"['Babo, Kara', 'Locke, Evan']",2025-05-01,2025/05/plantar-ecchymosis.md,['Family Medicine'],['Family Medicine'],High,Adults,40378330,,5,True
Recurrent Rash in a Newborn.,"['Galloway, Hannah', 'Marchek, Alexander', 'Rowe, Rebekah']",2025-05-01,2025/05/recurrent-rash-in-a-newborn.md,['Family Medicine'],['Family Medicine'],High,Adults,40378331,,5,True
Screening Patients With Rosacea for Small Intestinal Bacterial Overgrowth.,"['Duvall, Lance A']",2025-05-01,2025/05/screening-patients-with-rosacea-for-small-intestinal-bacteri.md,"['Screening', 'Family Medicine', 'Prevention', 'Early Detection']",['Family Medicine'],High,Adults,40378313,,5,True
Sodium-Glucose Cotransporter-2 Inhibitors for People With Chronic Kidney Disease and Diabetes.,"['Johns, Tracy']",2025-05-01,2025/05/sodium-glucose-cotransporter-2-inhibitors-for-people-with-ch.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,40378319,,5,True
Supporting All Patients With Unintended Pregnancies: Implications for Health Equity.,"['Westby, Andrea', 'Okah, Ebiere', 'Kozhimmanil, Katy Backes']",2025-05-01,2025/05/supporting-all-patients-with-unintended-pregnancies-implicat.md,['Family Medicine'],['Family Medicine'],High,Adults,40378315,,5,True
Timolol: A Low-Cost Adjunctive Treatment for Erythematotelangiectatic Rosacea.,"['Alzaid, Mohammad', 'Al-Niaimi, Firas', 'Ali, Faisal R']",2025-05-01,2025/05/timolol-a-low-cost-adjunctive-treatment-for-erythematotelang.md,['Family Medicine'],['Family Medicine'],High,Adults,40378314,,5,True
Topical Testosterone for Menopausal Symptoms.,"['Crosby, Kimberly M', 'Weakley, Jennifer R', 'Moreau, Emrys']",2025-05-01,2025/05/topical-testosterone-for-menopausal-symptoms.md,['Family Medicine'],['Family Medicine'],High,Adults,40378328,,5,True
Transcutaneous Electrical Nerve Stimulation for Pain Control in Women With Primary Dysmenorrhea.,"['Delgado, Sofia Perez', 'Leggit, Jeffrey C']",2025-05-01,2025/05/transcutaneous-electrical-nerve-stimulation-for-pain-control.md,['Family Medicine'],['Family Medicine'],High,Adults,40378320,,5,True
Trigeminal Neuralgia: Rapid Evidence Review.,"['Amaechi, Octavia']",2025-05-01,2025/05/trigeminal-neuralgia-rapid-evidence-review.md,['Family Medicine'],['Family Medicine'],High,Adults,40378323,,5,True
Update on Routine Immunizations for Children and Adolescents.,"['Irwin, Gretchen M']",2025-05-01,2025/05/update-on-routine-immunizations-for-children-and-adolescents.md,"['Immunization', 'Respiratory Disorders', 'Vaccination', 'Obstetrics', 'Pregnancy', 'Maternal Health', 'Prevention', 'Family Medicine', 'Pulmonology']",['Family Medicine'],High,Pediatric,40378322,,5,True
Water Exposure at 6 Hours After Cutaneous Surgery Does Not Increase the Risk of Complications.,"['Slawson, David C']",2025-05-01,2025/05/water-exposure-at-6-hours-after-cutaneous-surgery-does-not-i.md,['Family Medicine'],['Family Medicine'],High,Adults,40378333,,5,True
Women in Medicine: AFP's 75 Years of Progress.,"['Wellbery, Caroline', 'Pyzocha, Natasha J', 'Walling, Anne D']",2025-05-01,2025/05/women-in-medicine-afp-s-75-years-of-progress.md,['Family Medicine'],['Family Medicine'],High,Adults,40378316,,5,True
Women in Medicine: AFP's 75 Years of Progress.,"['Wellbery, Caroline', 'Pyzocha, Natasha J', 'Walling, Anne D']",2025-05-01,2025/05/women-in-medicine-afps-75-years-of-progress.md,['Family Medicine'],['Family Medicine'],High,Adults,40378316,,5,True
Zuranolone (Zurzuvae) for the Treatment of Postpartum Depression.,"['Montgomery, James', 'Hoffman, Alexander']",2025-05-01,2025/05/zuranolone-zurzuvae-for-the-treatment-of-postpartum-depressi.md,"['Depression', 'Psychiatry', 'Family Medicine', 'Mental Health']",['Family Medicine'],High,Adults,40378329,,5,True
"Abelacimab Has Fewer Bleeds Than Rivaroxaban, But Study Has Several Important Biases.","['Ebell, Mark H']",2025-06-01,2025/06/abelacimab-has-fewer-bleeds-than-rivaroxaban-but-study-has-s.md,['Family Medicine'],['Family Medicine'],High,Adults,40531164,,5,True
Acute Monoarthritis: Diagnosis in Adults.,"['Swisher, Jeremy', 'Sitton, Zachary', 'Burbank, Kimberly', 'Nelson, Chris']",2025-06-01,2025/06/acute-monoarthritis-diagnosis-in-adults.md,['Family Medicine'],['Family Medicine'],High,Adults,40531148,,5,True
Assessing the Risk of Developing Atrial Fibrillation.,"['Ebell, Mark H']",2025-06-01,2025/06/assessing-the-risk-of-developing-atrial-fibrillation.md,['Family Medicine'],['Family Medicine'],High,Adults,40531158,,5,True
Blood Pressure Targets for Hypertension in People With Chronic Kidney Disease.,"['Devaraj, Tara', 'Clebak, Karl T', 'Newberry, Zakary S']",2025-06-01,2025/06/blood-pressure-targets-for-hypertension-in-people-with-chron.md,"['Hypertension', 'Family Medicine', 'Cardiovascular Disease', 'Blood Pressure']",['Family Medicine'],High,Adults,40531146,,5,True
Bullous Rash on the Face and Neck.,"['Burchett, Jason']",2025-06-01,2025/06/bullous-rash-on-the-face-and-neck.md,['Family Medicine'],['Family Medicine'],High,Adults,40531154,,5,True
Buprenorphine-Naloxone for Pregnant Patients With Opioid Use Disorder.,"['Tran, Ellen', 'Peterson, Sarah', 'Jolly, Dara', 'Neher, Jon O']",2025-06-01,2025/06/buprenorphine-naloxone-for-pregnant-patients-with-opioid-use.md,['Family Medicine'],['Family Medicine'],High,Maternal,40531153,,5,True
"Cancer Screenings, Cognitive Rehabilitation, Morton Neuroma, Wearable Smart Devices, Falls in Older Adults, Obsessive-Compulsive Disorder.",[],2025-06-01,2025/06/cancer-screenings-cognitive-rehabilitation-morton-neuroma-we.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Geriatric,40531144,,5,True
Diagnosis and Treatment of Diabetes-Related Foot Infections: Guidelines From the IWGDF/IDSA.,"['Arnold, Michael J']",2025-06-01,2025/06/diagnosis-and-treatment-of-diabetes-related-foot-infections.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,40531165,,5,True
Diary of a Family Physician.,"['Rodgers, Angela']",2025-06-01,2025/06/diary-of-a-family-physician.md,['Family Medicine'],['Family Medicine'],High,Adults,40531160,,5,True
Educational Interventions Improve Adverse Drug Reaction Reporting.,"['Chiang, Elizabeth', 'Rode, Rashmi', 'Sarkar, Arindam']",2025-06-01,2025/06/educational-interventions-improve-adverse-drug-reaction-repo.md,['Family Medicine'],['Family Medicine'],High,Adults,40531147,,5,True
Endometrial Cancer: Rapid Evidence Review.,"['Bryce, Carl', 'Gazda, Renee', 'Fuerst, Hadass']",2025-06-01,2025/06/endometrial-cancer-rapid-evidence-review.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Adults,40531151,,5,True
Evaluation of Short and Tall Stature in Children.,"['Caro, Rebecca', 'Savel, Paul', 'Moss, Paul Isaiah']",2025-06-01,2025/06/evaluation-of-short-and-tall-stature-in-children.md,"['Child Health', 'Family Medicine', 'Adolescent Medicine', 'Pediatrics']","['Endocrinology', 'Family Medicine', 'Pediatrics']",High,Pediatric,40531152,,5,True
Family Physicians Should Generate Our Own Data and Guidelines to Help Patients With Sinusitis.,"['Merenstein, Dan']",2025-06-01,2025/06/family-physicians-should-generate-our-own-data-and-guideline.md,['Family Medicine'],['Family Medicine'],High,Adults,40531143,,5,True
Fidaxomicin vs Vancomycin for Clostridioides difficile infection.,"['Johari, Fatima', 'Sklar, Kelsey']",2025-06-01,2025/06/fidaxomicin-vs-vancomycin-for-clostridioides-difficile-infec.md,['Family Medicine'],['Family Medicine'],High,Adults,40531145,,5,True
Historical Perspectives on Race-Based Medicine in American Family Physician.,"['Lin, Kenneth W', 'Auguste, Priscilla', 'Bunt, Christopher W', 'Nelson, Michelle']",2025-06-01,2025/06/historical-perspectives-on-race-based-medicine-in-american-f.md,['Family Medicine'],['Family Medicine'],High,Adults,40531142,,5,True
Hypertrophic Nodules on the Knuckles.,"['Quip, Rayyan', 'Wolf, Jennifer']",2025-06-01,2025/06/hypertrophic-nodules-on-the-knuckles.md,['Family Medicine'],['Family Medicine'],High,Adults,40531155,,5,True
Inappropriate Use of Oral Antiplatelet Drugs.,"['Roth, Alan', 'Lazris, Andy', 'Haskell, Helen', 'James, John']",2025-06-01,2025/06/inappropriate-use-of-oral-antiplatelet-drugs.md,['Family Medicine'],['Family Medicine'],High,Adults,40531157,,5,True
Invasive Strategy Is No Better Than Conservative Strategy for Older Patients With NSTEMI.,"['Ebell, Mark H']",2025-06-01,2025/06/invasive-strategy-is-no-better-than-conservative-strategy-fo.md,['Family Medicine'],['Family Medicine'],High,Adults,40531161,,5,True
Lecanemab (Leqembi) for the Slowing of Alzheimer Disease.,"['Hull, Megan L', 'Adelman, Megan']",2025-06-01,2025/06/lecanemab-leqembi-for-the-slowing-of-alzheimer-disease.md,['Family Medicine'],['Family Medicine'],High,Adults,40531156,,5,True
Long-Term Opioid Therapy for Nonterminal Pain.,"['Sonoda, Kento', 'Wakabayashi, Mako']",2025-06-01,2025/06/long-term-opioid-therapy-for-nonterminal-pain.md,"['Psychiatry', 'Respiratory Disorders', 'Depression', 'Mental Health', 'Family Medicine', 'Pulmonology']","['Psychiatry', 'Family Medicine']",High,Adults,40531149,,5,True
Nocturia: Evaluation and Management.,"['Getaneh, Feven W', 'Sussman, Rachael D', 'Iglesia, Cheryl B']",2025-06-01,2025/06/nocturia-evaluation-and-management.md,"['Screening', 'Family Medicine', 'Prevention', 'Early Detection']",['Family Medicine'],High,Adults,40531150,,5,True
Ospemifene May Provide Better Results Than Other Approaches to Treat Some Vaginal Symptoms of Menopause.,"['Shaughnessy, Allen F']",2025-06-01,2025/06/ospemifene-may-provide-better-results-than-other-approaches.md,['Family Medicine'],['Family Medicine'],High,Adults,40531162,,5,True
Simple 2 Test for At-Home Gonorrhea and Chlamydia Testing.,"['Raymond, Tyler J', 'Depavloff, Elizabeth McCarthy']",2025-06-01,2025/06/simple-2-test-for-at-home-gonorrhea-and-chlamydia-testing.md,['Family Medicine'],['Family Medicine'],High,Adults,40531159,,5,True
Zoledronate Given Twice 5 Years Apart to Women With Normal Bone Density or Osteopenia Reduces Fracture Risk.,"['Ebell, Mark H']",2025-06-01,2025/06/zoledronate-given-twice-5-years-apart-to-women-with-normal-b.md,['Family Medicine'],['Family Medicine'],High,Adults,40531163,,5,True
